Year,Component,AmbientCondPattern,EmConcept,EFA,EFA_WTW
2030,CO,"TØ,4-5h,1-2km",petrol (4S),10.10171032,
2030,CO,"TØ,4-5h,1-2km",diesel,0.747291863,
2030,CO,"TØ,4-5h,1-2km",electricity,0,
2030,CO,"TØ,4-5h,1-2km",bifuel CNG/petrol,0.497728467,
2030,CO,"TØ,4-5h,1-2km",flex-fuel E85,0.611456811,
2030,CO,"TØ,4-5h,1-2km",Plug-in Hybrid petrol/electric,2.714073181,
2030,CO,"TØ,5-6h,1-2km",petrol (4S),10.78580856,
2030,CO,"TØ,5-6h,1-2km",diesel,0.797899306,
2030,CO,"TØ,5-6h,1-2km",electricity,0,
2030,CO,"TØ,5-6h,1-2km",bifuel CNG/petrol,0.531435192,
2030,CO,"TØ,5-6h,1-2km",flex-fuel E85,0.652865291,
2030,CO,"TØ,5-6h,1-2km",Plug-in Hybrid petrol/electric,2.897872925,
2030,CO,"TØ,6-7h,1-2km",petrol (4S),11.46990681,
2030,CO,"TØ,6-7h,1-2km",diesel,0.848506808,
2030,CO,"TØ,6-7h,1-2km",electricity,0,
2030,CO,"TØ,6-7h,1-2km",bifuel CNG/petrol,0.565141857,
2030,CO,"TØ,6-7h,1-2km",flex-fuel E85,0.694273829,
2030,CO,"TØ,6-7h,1-2km",Plug-in Hybrid petrol/electric,3.081672907,
2030,CO,"TØ,7-8h,1-2km",petrol (4S),12.154006,
2030,CO,"TØ,7-8h,1-2km",diesel,0.899114251,
2030,CO,"TØ,7-8h,1-2km",electricity,0,
2030,CO,"TØ,7-8h,1-2km",bifuel CNG/petrol,0.598848522,
2030,CO,"TØ,7-8h,1-2km",flex-fuel E85,0.735682309,
2030,CO,"TØ,7-8h,1-2km",Plug-in Hybrid petrol/electric,3.265472889,
2030,CO,"TØ,8-9h,1-2km",petrol (4S),12.83810425,
2030,CO,"TØ,8-9h,1-2km",diesel,0.949721575,
2030,CO,"TØ,8-9h,1-2km",electricity,0,
2030,CO,"TØ,8-9h,1-2km",bifuel CNG/petrol,0.632555246,
2030,CO,"TØ,8-9h,1-2km",flex-fuel E85,0.777090788,
2030,CO,"TØ,8-9h,1-2km",Plug-in Hybrid petrol/electric,3.449272871,
2030,CO,"TØ,9-10h,1-2km",petrol (4S),13.52220154,
2030,CO,"TØ,9-10h,1-2km",diesel,1.000329018,
2030,CO,"TØ,9-10h,1-2km",electricity,0,
2030,CO,"TØ,9-10h,1-2km",bifuel CNG/petrol,0.666261911,
2030,CO,"TØ,9-10h,1-2km",flex-fuel E85,0.818499327,
2030,CO,"TØ,9-10h,1-2km",Plug-in Hybrid petrol/electric,3.633072615,
2030,CO,"TØ,10-11h,1-2km",petrol (4S),14.20630074,
2030,CO,"TØ,10-11h,1-2km",diesel,1.05093646,
2030,CO,"TØ,10-11h,1-2km",electricity,0,
2030,CO,"TØ,10-11h,1-2km",bifuel CNG/petrol,0.699968636,
2030,CO,"TØ,10-11h,1-2km",flex-fuel E85,0.859907866,
2030,CO,"TØ,10-11h,1-2km",Plug-in Hybrid petrol/electric,3.816872835,
2030,CO,"TØ,11-12h,1-2km",petrol (4S),14.89039993,
2030,CO,"TØ,11-12h,1-2km",diesel,1.101543784,
2030,CO,"TØ,11-12h,1-2km",electricity,0,
2030,CO,"TØ,11-12h,1-2km",bifuel CNG/petrol,0.733675361,
2030,CO,"TØ,11-12h,1-2km",flex-fuel E85,0.901316345,
2030,CO,"TØ,11-12h,1-2km",Plug-in Hybrid petrol/electric,4.000672817,
2030,CO,"TØ,>12h,1-2km",petrol (4S),15.23244858,
2030,CO,"TØ,>12h,1-2km",diesel,1.126847506,
2030,CO,"TØ,>12h,1-2km",electricity,0,
2030,CO,"TØ,>12h,1-2km",bifuel CNG/petrol,0.750528693,
2030,CO,"TØ,>12h,1-2km",flex-fuel E85,0.922020555,
2030,CO,"TØ,>12h,1-2km",Plug-in Hybrid petrol/electric,4.092572689,
2030,CO,"T+20°C,0-1h,0-1km",petrol (4S),0.617641091,
2030,CO,"T+20°C,0-1h,0-1km",diesel,0.076715678,
2030,CO,"T+20°C,0-1h,0-1km",electricity,0,
2030,CO,"T+20°C,0-1h,0-1km",bifuel CNG/petrol,0.030044926,
2030,CO,"T+20°C,0-1h,0-1km",flex-fuel E85,0.041060396,
2030,CO,"T+20°C,0-1h,0-1km",Plug-in Hybrid petrol/electric,0.163138837,
2030,CO,"T+20°C,0-1h,1-2km",petrol (4S),0.617641091,
2030,CO,"T+20°C,0-1h,1-2km",diesel,0.081196405,
2030,CO,"T+20°C,0-1h,1-2km",electricity,0,
2030,CO,"T+20°C,0-1h,1-2km",bifuel CNG/petrol,0.030044926,
2030,CO,"T+20°C,0-1h,1-2km",flex-fuel E85,0.041060396,
2030,CO,"T+20°C,0-1h,1-2km",Plug-in Hybrid petrol/electric,0.163138837,
2030,CO,"T+20°C,0-1h,2-3km",petrol (4S),0.617641091,
2030,CO,"T+20°C,0-1h,2-3km",diesel,0.081204355,
2030,CO,"T+20°C,0-1h,2-3km",electricity,0,
2030,CO,"T+20°C,0-1h,2-3km",bifuel CNG/petrol,0.030044926,
2030,CO,"T+20°C,0-1h,2-3km",flex-fuel E85,0.041060396,
2030,CO,"T+20°C,0-1h,2-3km",Plug-in Hybrid petrol/electric,0.163138837,
2030,CO,"T+20°C,0-1h,3-4km",petrol (4S),0.617641091,
2030,CO,"T+20°C,0-1h,3-4km",diesel,0.081205226,
2030,CO,"T+20°C,0-1h,3-4km",electricity,0,
2030,CO,"T+20°C,0-1h,3-4km",bifuel CNG/petrol,0.030044926,
2030,CO,"T+20°C,0-1h,3-4km",flex-fuel E85,0.041060396,
2030,CO,"T+20°C,0-1h,3-4km",Plug-in Hybrid petrol/electric,0.163138837,
2030,CO,"T+20°C,0-1h,4-5km",petrol (4S),0.617641091,
2030,CO,"T+20°C,0-1h,4-5km",diesel,0.081205226,
2030,CO,"T+20°C,0-1h,4-5km",electricity,0,
2030,CO,"T+20°C,0-1h,4-5km",bifuel CNG/petrol,0.030044926,
2030,CO,"T+20°C,0-1h,4-5km",flex-fuel E85,0.041060396,
2030,CO,"T+20°C,0-1h,4-5km",Plug-in Hybrid petrol/electric,0.163138837,
2030,CO,"T+20°C,0-1h,>20km",petrol (4S),0.617641091,
2030,CO,"T+20°C,0-1h,>20km",diesel,0.081205226,
2030,CO,"T+20°C,0-1h,>20km",electricity,0,
2030,CO,"T+20°C,0-1h,>20km",bifuel CNG/petrol,0.030044926,
2030,CO,"T+20°C,0-1h,>20km",flex-fuel E85,0.041060396,
2030,CO,"T+20°C,0-1h,>20km",Plug-in Hybrid petrol/electric,0.163138837,
2030,CO,"T+20°C,1-2h,0-1km",petrol (4S),1.715587139,
2030,CO,"T+20°C,1-2h,0-1km",diesel,0.174993336,
2030,CO,"T+20°C,1-2h,0-1km",electricity,0,
2030,CO,"T+20°C,1-2h,0-1km",bifuel CNG/petrol,0.083490752,
2030,CO,"T+20°C,1-2h,0-1km",flex-fuel E85,0.114069112,
2030,CO,"T+20°C,1-2h,0-1km",Plug-in Hybrid petrol/electric,0.453341246,
2030,CO,"T+20°C,1-2h,1-2km",petrol (4S),1.716739535,
2030,CO,"T+20°C,1-2h,1-2km",diesel,0.225637674,
2030,CO,"T+20°C,1-2h,1-2km",electricity,0,
2030,CO,"T+20°C,1-2h,1-2km",bifuel CNG/petrol,0.083510168,
2030,CO,"T+20°C,1-2h,1-2km",flex-fuel E85,0.114127778,
2030,CO,"T+20°C,1-2h,1-2km",Plug-in Hybrid petrol/electric,0.453445971,
2030,CO,"T+20°C,1-2h,2-3km",petrol (4S),1.716739535,
2030,CO,"T+20°C,1-2h,2-3km",diesel,0.225691974,
2030,CO,"T+20°C,1-2h,2-3km",electricity,0,
2030,CO,"T+20°C,1-2h,2-3km",bifuel CNG/petrol,0.083510168,
2030,CO,"T+20°C,1-2h,2-3km",flex-fuel E85,0.114127778,
2030,CO,"T+20°C,1-2h,2-3km",Plug-in Hybrid petrol/electric,0.453445971,
2030,CO,"T+20°C,1-2h,3-4km",petrol (4S),1.716739535,
2030,CO,"T+20°C,1-2h,3-4km",diesel,0.225707561,
2030,CO,"T+20°C,1-2h,3-4km",electricity,0,
2030,CO,"T+20°C,1-2h,3-4km",bifuel CNG/petrol,0.083510168,
2030,CO,"T+20°C,1-2h,3-4km",flex-fuel E85,0.114127778,
2030,CO,"T+20°C,1-2h,3-4km",Plug-in Hybrid petrol/electric,0.453445971,
2030,CO,"T+20°C,1-2h,4-5km",petrol (4S),1.716739535,
2030,CO,"T+20°C,1-2h,4-5km",diesel,0.225710675,
2030,CO,"T+20°C,1-2h,4-5km",electricity,0,
2030,CO,"T+20°C,1-2h,4-5km",bifuel CNG/petrol,0.083510168,
2030,CO,"T+20°C,1-2h,4-5km",flex-fuel E85,0.114127778,
2030,CO,"T+20°C,1-2h,4-5km",Plug-in Hybrid petrol/electric,0.453445971,
2030,CO,"T+20°C,1-2h,>20km",petrol (4S),1.716739535,
2030,CO,"T+20°C,1-2h,>20km",diesel,0.22571069,
2030,CO,"T+20°C,1-2h,>20km",electricity,0,
2030,CO,"T+20°C,1-2h,>20km",bifuel CNG/petrol,0.083510168,
2030,CO,"T+20°C,1-2h,>20km",flex-fuel E85,0.114127778,
2030,CO,"T+20°C,1-2h,>20km",Plug-in Hybrid petrol/electric,0.453445971,
2030,CO,"T+20°C,2-3h,0-1km",petrol (4S),2.451114178,
2030,CO,"T+20°C,2-3h,0-1km",diesel,0.231087774,
2030,CO,"T+20°C,2-3h,0-1km",electricity,0,
2030,CO,"T+20°C,2-3h,0-1km",bifuel CNG/petrol,0.119345717,
2030,CO,"T+20°C,2-3h,0-1km",flex-fuel E85,0.162938148,
2030,CO,"T+20°C,2-3h,0-1km",Plug-in Hybrid petrol/electric,0.648030579,
2030,CO,"T+20°C,2-3h,1-2km",petrol (4S),2.473211765,
2030,CO,"T+20°C,2-3h,1-2km",diesel,0.325034678,
2030,CO,"T+20°C,2-3h,1-2km",electricity,0,
2030,CO,"T+20°C,2-3h,1-2km",bifuel CNG/petrol,0.120308474,
2030,CO,"T+20°C,2-3h,1-2km",flex-fuel E85,0.16441755,
2030,CO,"T+20°C,2-3h,1-2km",Plug-in Hybrid petrol/electric,0.653254509,
2030,CO,"T+20°C,2-3h,2-3km",petrol (4S),2.473211765,
2030,CO,"T+20°C,2-3h,2-3km",diesel,0.325128347,
2030,CO,"T+20°C,2-3h,2-3km",electricity,0,
2030,CO,"T+20°C,2-3h,2-3km",bifuel CNG/petrol,0.120308474,
2030,CO,"T+20°C,2-3h,2-3km",flex-fuel E85,0.16441755,
2030,CO,"T+20°C,2-3h,2-3km",Plug-in Hybrid petrol/electric,0.653254509,
2030,CO,"T+20°C,2-3h,3-4km",petrol (4S),2.473211765,
2030,CO,"T+20°C,2-3h,3-4km",diesel,0.325158924,
2030,CO,"T+20°C,2-3h,3-4km",electricity,0,
2030,CO,"T+20°C,2-3h,3-4km",bifuel CNG/petrol,0.120308474,
2030,CO,"T+20°C,2-3h,3-4km",flex-fuel E85,0.16441755,
2030,CO,"T+20°C,2-3h,3-4km",Plug-in Hybrid petrol/electric,0.653254509,
2030,CO,"T+20°C,2-3h,4-5km",petrol (4S),2.473211765,
2030,CO,"T+20°C,2-3h,4-5km",diesel,0.325167954,
2030,CO,"T+20°C,2-3h,4-5km",electricity,0,
2030,CO,"T+20°C,2-3h,4-5km",bifuel CNG/petrol,0.120308474,
2030,CO,"T+20°C,2-3h,4-5km",flex-fuel E85,0.16441755,
2030,CO,"T+20°C,2-3h,4-5km",Plug-in Hybrid petrol/electric,0.653254509,
2030,CO,"T+20°C,2-3h,>20km",petrol (4S),2.473211765,
2030,CO,"T+20°C,2-3h,>20km",diesel,0.325168908,
2030,CO,"T+20°C,2-3h,>20km",electricity,0,
2030,CO,"T+20°C,2-3h,>20km",bifuel CNG/petrol,0.120308474,
2030,CO,"T+20°C,2-3h,>20km",flex-fuel E85,0.16441755,
2030,CO,"T+20°C,2-3h,>20km",Plug-in Hybrid petrol/electric,0.653254509,
2030,CO,"T+20°C,3-4h,0-1km",petrol (4S),3.193399668,
2030,CO,"T+20°C,3-4h,0-1km",diesel,0.296827376,
2030,CO,"T+20°C,3-4h,0-1km",electricity,0,
2030,CO,"T+20°C,3-4h,0-1km",bifuel CNG/petrol,0.155496702,
2030,CO,"T+20°C,3-4h,0-1km",flex-fuel E85,0.212259158,
2030,CO,"T+20°C,3-4h,0-1km",Plug-in Hybrid petrol/electric,0.844326198,
2030,CO,"T+20°C,3-4h,1-2km",petrol (4S),3.238669872,
2030,CO,"T+20°C,3-4h,1-2km",diesel,0.425624579,
2030,CO,"T+20°C,3-4h,1-2km",electricity,0,
2030,CO,"T+20°C,3-4h,1-2km",bifuel CNG/petrol,0.157543913,
2030,CO,"T+20°C,3-4h,1-2km",flex-fuel E85,0.215304732,
2030,CO,"T+20°C,3-4h,1-2km",Plug-in Hybrid petrol/electric,0.855436563,
2030,CO,"T+20°C,3-4h,2-3km",petrol (4S),3.238669872,
2030,CO,"T+20°C,3-4h,2-3km",diesel,0.425751448,
2030,CO,"T+20°C,3-4h,2-3km",electricity,0,
2030,CO,"T+20°C,3-4h,2-3km",bifuel CNG/petrol,0.157543913,
2030,CO,"T+20°C,3-4h,2-3km",flex-fuel E85,0.215304732,
2030,CO,"T+20°C,3-4h,2-3km",Plug-in Hybrid petrol/electric,0.855436563,
2030,CO,"T+20°C,3-4h,3-4km",petrol (4S),3.238669872,
2030,CO,"T+20°C,3-4h,3-4km",diesel,0.42579338,
2030,CO,"T+20°C,3-4h,3-4km",electricity,0,
2030,CO,"T+20°C,3-4h,3-4km",bifuel CNG/petrol,0.157543913,
2030,CO,"T+20°C,3-4h,3-4km",flex-fuel E85,0.215304732,
2030,CO,"T+20°C,3-4h,3-4km",Plug-in Hybrid petrol/electric,0.855436563,
2030,CO,"T+20°C,3-4h,4-5km",petrol (4S),3.238669872,
2030,CO,"T+20°C,3-4h,4-5km",diesel,0.425806671,
2030,CO,"T+20°C,3-4h,4-5km",electricity,0,
2030,CO,"T+20°C,3-4h,4-5km",bifuel CNG/petrol,0.157543913,
2030,CO,"T+20°C,3-4h,4-5km",flex-fuel E85,0.215304732,
2030,CO,"T+20°C,3-4h,4-5km",Plug-in Hybrid petrol/electric,0.855436563,
2030,CO,"T+20°C,3-4h,>20km",petrol (4S),3.238669872,
2030,CO,"T+20°C,3-4h,>20km",diesel,0.425808579,
2030,CO,"T+20°C,3-4h,>20km",electricity,0,
2030,CO,"T+20°C,3-4h,>20km",bifuel CNG/petrol,0.157543913,
2030,CO,"T+20°C,3-4h,>20km",flex-fuel E85,0.215304732,
2030,CO,"T+20°C,3-4h,>20km",Plug-in Hybrid petrol/electric,0.855436563,
2030,CO,"T+20°C,4-5h,0-1km",petrol (4S),0,
2030,CO,"T+20°C,4-5h,0-1km",diesel,0,
2030,CO,"T+20°C,4-5h,0-1km",electricity,0,
2030,CO,"T+20°C,4-5h,0-1km",bifuel CNG/petrol,0,
2030,CO,"T+20°C,4-5h,0-1km",flex-fuel E85,0,
2030,CO,"T+20°C,4-5h,0-1km",Plug-in Hybrid petrol/electric,0,
2030,CO,"T+20°C,4-5h,1-2km",petrol (4S),0,
2030,CO,"T+20°C,4-5h,1-2km",diesel,0,
2030,CO,"T+20°C,4-5h,1-2km",electricity,0,
2030,CO,"T+20°C,4-5h,1-2km",bifuel CNG/petrol,0,
2030,CO,"T+20°C,4-5h,1-2km",flex-fuel E85,0,
2030,CO,"T+20°C,4-5h,1-2km",Plug-in Hybrid petrol/electric,0,
2030,CO,"T+20°C,4-5h,2-3km",petrol (4S),0,
2030,CO,"T+20°C,4-5h,2-3km",diesel,0,
2030,CO,"T+20°C,4-5h,2-3km",electricity,0,
2030,CO,"T+20°C,4-5h,2-3km",bifuel CNG/petrol,0,
2030,CO,"T+20°C,4-5h,2-3km",flex-fuel E85,0,
2030,CO,"T+20°C,4-5h,2-3km",Plug-in Hybrid petrol/electric,0,
2030,CO,"T+20°C,4-5h,3-4km",petrol (4S),0,
2030,CO,"T+20°C,4-5h,3-4km",diesel,0,
2030,CO,"T+20°C,4-5h,3-4km",electricity,0,
2030,CO,"T+20°C,4-5h,3-4km",bifuel CNG/petrol,0,
2030,CO,"T+20°C,4-5h,3-4km",flex-fuel E85,0,
2030,CO,"T+20°C,4-5h,3-4km",Plug-in Hybrid petrol/electric,0,
2030,CO,"T+20°C,4-5h,4-5km",petrol (4S),0,
2030,CO,"T+20°C,4-5h,4-5km",diesel,0,
2030,CO,"T+20°C,4-5h,4-5km",electricity,0,
2030,CO,"T+20°C,4-5h,4-5km",bifuel CNG/petrol,0,
2030,CO,"T+20°C,4-5h,4-5km",flex-fuel E85,0,
2030,CO,"T+20°C,4-5h,4-5km",Plug-in Hybrid petrol/electric,0,
2030,CO,"T+20°C,4-5h,>20km",petrol (4S),0,
2030,CO,"T+20°C,4-5h,>20km",diesel,0,
2030,CO,"T+20°C,4-5h,>20km",electricity,0,
2030,CO,"T+20°C,4-5h,>20km",bifuel CNG/petrol,0,
2030,CO,"T+20°C,4-5h,>20km",flex-fuel E85,0,
2030,CO,"T+20°C,4-5h,>20km",Plug-in Hybrid petrol/electric,0,
2030,CO,"T+20°C,>12h,0-1km",petrol (4S),5.557592392,
2030,CO,"T+20°C,>12h,0-1km",diesel,0.513209224,
2030,CO,"T+20°C,>12h,0-1km",electricity,0,
2030,CO,"T+20°C,>12h,0-1km",bifuel CNG/petrol,0.270622283,
2030,CO,"T+20°C,>12h,0-1km",flex-fuel E85,0.369382679,
2030,CO,"T+20°C,>12h,0-1km",Plug-in Hybrid petrol/electric,1.469443202,
2030,CO,"T+20°C,>12h,1-2km",petrol (4S),5.652120113,
2030,CO,"T+20°C,>12h,1-2km",diesel,0.742792189,
2030,CO,"T+20°C,>12h,1-2km",electricity,0,
2030,CO,"T+20°C,>12h,1-2km",bifuel CNG/petrol,0.274945319,
2030,CO,"T+20°C,>12h,1-2km",flex-fuel E85,0.375749379,
2030,CO,"T+20°C,>12h,1-2km",Plug-in Hybrid petrol/electric,1.492906094,
2030,CO,"T+20°C,>12h,2-3km",petrol (4S),5.652120113,
2030,CO,"T+20°C,>12h,2-3km",diesel,0.743017077,
2030,CO,"T+20°C,>12h,2-3km",electricity,0,
2030,CO,"T+20°C,>12h,2-3km",bifuel CNG/petrol,0.274945319,
2030,CO,"T+20°C,>12h,2-3km",flex-fuel E85,0.375749379,
2030,CO,"T+20°C,>12h,2-3km",Plug-in Hybrid petrol/electric,1.492906094,
2030,CO,"T+20°C,>12h,3-4km",petrol (4S),5.652120113,
2030,CO,"T+20°C,>12h,3-4km",diesel,0.743091643,
2030,CO,"T+20°C,>12h,3-4km",electricity,0,
2030,CO,"T+20°C,>12h,3-4km",bifuel CNG/petrol,0.274945319,
2030,CO,"T+20°C,>12h,3-4km",flex-fuel E85,0.375749379,
2030,CO,"T+20°C,>12h,3-4km",Plug-in Hybrid petrol/electric,1.492906094,
2030,CO,"T+20°C,>12h,4-5km",petrol (4S),5.652120113,
2030,CO,"T+20°C,>12h,4-5km",diesel,0.74311614,
2030,CO,"T+20°C,>12h,4-5km",electricity,0,
2030,CO,"T+20°C,>12h,4-5km",bifuel CNG/petrol,0.274945319,
2030,CO,"T+20°C,>12h,4-5km",flex-fuel E85,0.375749379,
2030,CO,"T+20°C,>12h,4-5km",Plug-in Hybrid petrol/electric,1.492906094,
2030,CO,"T+20°C,>12h,>20km",petrol (4S),5.652120113,
2030,CO,"T+20°C,>12h,>20km",diesel,0.743120193,
2030,CO,"T+20°C,>12h,>20km",electricity,0,
2030,CO,"T+20°C,>12h,>20km",bifuel CNG/petrol,0.274945319,
2030,CO,"T+20°C,>12h,>20km",flex-fuel E85,0.375749379,
2030,CO,"T+20°C,>12h,>20km",Plug-in Hybrid petrol/electric,1.492906094,
2030,NOx,"TØ,0-1h,0-1km",petrol (4S),0.145547852,
2030,NOx,"TØ,0-1h,0-1km",diesel,0.075017557,
2030,NOx,"TØ,0-1h,0-1km",electricity,0,
2030,NOx,"TØ,0-1h,0-1km",bifuel CNG/petrol,0.009375451,
2030,NOx,"TØ,0-1h,0-1km",flex-fuel E85,0.009843202,
2030,NOx,"TØ,0-1h,0-1km",Plug-in Hybrid petrol/electric,0.051466405,
2030,NOx,"TØ,1-2h,0-1km",petrol (4S),0.248294204,
2030,NOx,"TØ,1-2h,0-1km",diesel,0.109439872,
2030,NOx,"TØ,1-2h,0-1km",electricity,0,
2030,NOx,"TØ,1-2h,0-1km",bifuel CNG/petrol,0.015891902,
2030,NOx,"TØ,1-2h,0-1km",flex-fuel E85,0.016696509,
2030,NOx,"TØ,1-2h,0-1km",Plug-in Hybrid petrol/electric,0.087237105,
2030,NOx,"TØ,2-3h,0-1km",petrol (4S),0.247141659,
2030,NOx,"TØ,2-3h,0-1km",diesel,0.116892606,
2030,NOx,"TØ,2-3h,0-1km",electricity,0,
2030,NOx,"TØ,2-3h,0-1km",bifuel CNG/petrol,0.01578377,
2030,NOx,"TØ,2-3h,0-1km",flex-fuel E85,0.016583424,
2030,NOx,"TØ,2-3h,0-1km",Plug-in Hybrid petrol/electric,0.086643204,
2030,NOx,"TØ,3-4h,0-1km",petrol (4S),0.25602448,
2030,NOx,"TØ,3-4h,0-1km",diesel,0.116892606,
2030,NOx,"TØ,3-4h,0-1km",electricity,0,
2030,NOx,"TØ,3-4h,0-1km",bifuel CNG/petrol,0.016351074,
2030,NOx,"TØ,3-4h,0-1km",flex-fuel E85,0.017179469,
2030,NOx,"TØ,3-4h,0-1km",Plug-in Hybrid petrol/electric,0.089757346,
2030,NOx,"TØ,4-5h,0-1km",petrol (4S),0.256924212,
2030,NOx,"TØ,4-5h,0-1km",diesel,0.117237031,
2030,NOx,"TØ,4-5h,0-1km",electricity,0,
2030,NOx,"TØ,4-5h,0-1km",bifuel CNG/petrol,0.016409464,
2030,NOx,"TØ,4-5h,0-1km",flex-fuel E85,0.017240807,
2030,NOx,"TØ,4-5h,0-1km",Plug-in Hybrid petrol/electric,0.090077884,
2030,NOx,"TØ,5-6h,0-1km",petrol (4S),0.249799684,
2030,NOx,"TØ,5-6h,0-1km",diesel,0.11793144,
2030,NOx,"TØ,5-6h,0-1km",electricity,0,
2030,NOx,"TØ,5-6h,0-1km",bifuel CNG/petrol,0.015956268,
2030,NOx,"TØ,5-6h,0-1km",flex-fuel E85,0.016764624,
2030,NOx,"TØ,5-6h,0-1km",Plug-in Hybrid petrol/electric,0.087590136,
2030,NOx,"TØ,6-7h,0-1km",petrol (4S),0.242614821,
2030,NOx,"TØ,6-7h,0-1km",diesel,0.118634067,
2030,NOx,"TØ,6-7h,0-1km",electricity,0,
2030,NOx,"TØ,6-7h,0-1km",bifuel CNG/petrol,0.015499142,
2030,NOx,"TØ,6-7h,0-1km",flex-fuel E85,0.016284317,
2030,NOx,"TØ,6-7h,0-1km",Plug-in Hybrid petrol/electric,0.08508081,
2030,NOx,"TØ,7-8h,0-1km",petrol (4S),0.235369012,
2030,NOx,"TØ,7-8h,0-1km",diesel,0.119345024,
2030,NOx,"TØ,7-8h,0-1km",electricity,0,
2030,NOx,"TØ,7-8h,0-1km",bifuel CNG/petrol,0.015038049,
2030,NOx,"TØ,7-8h,0-1km",flex-fuel E85,0.015799839,
2030,NOx,"TØ,7-8h,0-1km",Plug-in Hybrid petrol/electric,0.082549699,
2030,NOx,"TØ,8-9h,0-1km",petrol (4S),0.228061736,
2030,NOx,"TØ,8-9h,0-1km",diesel,0.12006449,
2030,NOx,"TØ,8-9h,0-1km",electricity,0,
2030,NOx,"TØ,8-9h,0-1km",bifuel CNG/petrol,0.014572946,
2030,NOx,"TØ,8-9h,0-1km",flex-fuel E85,0.015311153,
2030,NOx,"TØ,8-9h,0-1km",Plug-in Hybrid petrol/electric,0.079996601,
2030,NOx,"TØ,9-10h,0-1km",petrol (4S),0.220692471,
2030,NOx,"TØ,9-10h,0-1km",diesel,0.120792598,
2030,NOx,"TØ,9-10h,0-1km",electricity,0,
2030,NOx,"TØ,9-10h,0-1km",bifuel CNG/petrol,0.014103804,
2030,NOx,"TØ,9-10h,0-1km",flex-fuel E85,0.014818222,
2030,NOx,"TØ,9-10h,0-1km",Plug-in Hybrid petrol/electric,0.077421308,
2030,NOx,"TØ,10-11h,0-1km",petrol (4S),0.213260666,
2030,NOx,"TØ,10-11h,0-1km",diesel,0.121529512,
2030,NOx,"TØ,10-11h,0-1km",electricity,0,
2030,NOx,"TØ,10-11h,0-1km",bifuel CNG/petrol,0.013630578,
2030,NOx,"TØ,10-11h,0-1km",flex-fuel E85,0.014321002,
2030,NOx,"TØ,10-11h,0-1km",Plug-in Hybrid petrol/electric,0.074823596,
2030,NOx,"TØ,11-12h,0-1km",petrol (4S),0.205765814,
2030,NOx,"TØ,11-12h,0-1km",diesel,0.12227539,
2030,NOx,"TØ,11-12h,0-1km",electricity,0,
2030,NOx,"TØ,11-12h,0-1km",bifuel CNG/petrol,0.013153233,
2030,NOx,"TØ,11-12h,0-1km",flex-fuel E85,0.013819456,
2030,NOx,"TØ,11-12h,0-1km",Plug-in Hybrid petrol/electric,0.072203279,
2030,NOx,"TØ,>12h,0-1km",petrol (4S),0.20199658,
2030,NOx,"TØ,>12h,0-1km",diesel,0.122651435,
2030,NOx,"TØ,>12h,0-1km",electricity,0,
2030,NOx,"TØ,>12h,0-1km",bifuel CNG/petrol,0.012913134,
2030,NOx,"TØ,>12h,0-1km",flex-fuel E85,0.013567184,
2030,NOx,"TØ,>12h,0-1km",Plug-in Hybrid petrol/electric,0.070885293,
2030,NOx,"TØ,0-1h,1-2km",petrol (4S),0.172792748,
2030,NOx,"TØ,0-1h,1-2km",diesel,0.155843779,
2030,NOx,"TØ,0-1h,1-2km",electricity,0,
2030,NOx,"TØ,0-1h,1-2km",bifuel CNG/petrol,0.011227027,
2030,NOx,"TØ,0-1h,1-2km",flex-fuel E85,0.01176343,
2030,NOx,"TØ,0-1h,1-2km",Plug-in Hybrid petrol/electric,0.061632194,
2030,NOx,"TØ,1-2h,1-2km",petrol (4S),0.339323938,
2030,NOx,"TØ,1-2h,1-2km",diesel,0.266134709,
2030,NOx,"TØ,1-2h,1-2km",electricity,0,
2030,NOx,"TØ,1-2h,1-2km",bifuel CNG/petrol,0.022046855,
2030,NOx,"TØ,1-2h,1-2km",flex-fuel E85,0.023100447,
2030,NOx,"TØ,1-2h,1-2km",Plug-in Hybrid petrol/electric,0.121029004,
2030,NOx,"TØ,2-3h,1-2km",petrol (4S),0.359343737,
2030,NOx,"TØ,2-3h,1-2km",diesel,0.291738749,
2030,NOx,"TØ,2-3h,1-2km",electricity,0,
2030,NOx,"TØ,2-3h,1-2km",bifuel CNG/petrol,0.023344342,
2030,NOx,"TØ,2-3h,1-2km",flex-fuel E85,0.024461398,
2030,NOx,"TØ,2-3h,1-2km",Plug-in Hybrid petrol/electric,0.12815164,
2030,NOx,"TØ,3-4h,1-2km",petrol (4S),0.372259319,
2030,NOx,"TØ,3-4h,1-2km",diesel,0.291738749,
2030,NOx,"TØ,3-4h,1-2km",electricity,0,
2030,NOx,"TØ,3-4h,1-2km",bifuel CNG/petrol,0.024183389,
2030,NOx,"TØ,3-4h,1-2km",flex-fuel E85,0.025340594,
2030,NOx,"TØ,3-4h,1-2km",Plug-in Hybrid petrol/electric,0.132757694,
2030,NOx,"TØ,4-5h,1-2km",petrol (4S),0.372880012,
2030,NOx,"TØ,4-5h,1-2km",diesel,0.292391926,
2030,NOx,"TØ,4-5h,1-2km",electricity,0,
2030,NOx,"TØ,4-5h,1-2km",bifuel CNG/petrol,0.024223963,
2030,NOx,"TØ,4-5h,1-2km",flex-fuel E85,0.025383012,
