year,component,cartype,temperature,lower_p_bound,upper_p_bound,lambda,M_tot
2030,NOx,Gasoline,average,4,5,2.172673125,0.387780855
2030,NOx,PHEV,average,4,5,2.086984011,0.139056721
2030,NOx,Diesel,average,5,6,0.398680781,0.652530647
2030,NOx,Gasoline,average,5,6,2.191823826,0.375206783
2030,NOx,PHEV,average,5,6,2.105798555,0.134531604
2030,NOx,Diesel,average,6,7,0.401975918,0.651545897
2030,NOx,Gasoline,average,6,7,2.21126893,0.36265362
2030,NOx,PHEV,average,6,7,2.124901659,0.130015157
2030,NOx,Diesel,average,7,8,0.405380012,0.650483439
2030,NOx,Gasoline,average,7,8,2.231007737,0.350121608
2030,NOx,PHEV,average,7,8,2.144292906,0.125507477
2030,NOx,Diesel,average,8,9,0.408864154,0.649381679
2030,NOx,Gasoline,average,8,9,2.251052859,0.337610109
2030,NOx,PHEV,average,8,9,2.164007915,0.121008062
2030,NOx,Diesel,average,9,10,0.412353128,0.648332262
2030,NOx,Gasoline,average,9,10,2.271408796,0.325119532
2030,NOx,PHEV,average,9,10,2.184045126,0.116517095
2030,NOx,Diesel,average,10,11,0.415906584,0.647263644
2030,NOx,Gasoline,average,10,11,2.292094315,0.312648908
2030,NOx,PHEV,average,10,11,2.204418096,0.112034304
2030,NOx,Diesel,average,11,12,0.419552192,0.646148238
2030,NOx,Gasoline,average,11,12,2.313117247,0.300198227
2030,NOx,PHEV,average,11,12,2.22514139,0.107559511
2030,NOx,Diesel,average,12,1000,0.421403262,0.645579236
2030,NOx,Gasoline,average,12,1000,2.323806926,0.293979981
2030,NOx,PHEV,average,12,1000,2.235675695,0.105325246
2030,Pb,Gasoline,average,0,1,2.044133793,2.681E-06
2030,Pb,PHEV,average,0,1,2.051683761,5.9451E-07
2030,Pb,Gasoline,average,1,2,0.87360893,9.54493E-06
2030,Pb,PHEV,average,1,2,0.877688571,2.11487E-06
2030,Pb,Gasoline,average,2,3,0.723403822,1.66391E-05
2030,Pb,PHEV,average,2,3,0.726627901,3.68703E-06
2030,Pb,Gasoline,average,3,4,0.695274988,2.3515E-05
2030,Pb,PHEV,average,3,4,0.698353418,5.21073E-06
2030,Pb,Gasoline,average,4,5,0.68218485,3.0373E-05
2030,Pb,PHEV,average,4,5,0.685198799,6.7304E-06
2030,Pb,Gasoline,average,5,6,0.682185789,3.71226E-05
2030,Pb,PHEV,average,5,6,0.685201408,8.22604E-06
2030,Pb,Gasoline,average,6,7,0.682197732,4.38716E-05
2030,Pb,PHEV,average,6,7,0.685193745,9.72175E-06
2030,Pb,Gasoline,average,7,8,0.682181082,5.06219E-05
2030,Pb,PHEV,average,7,8,0.685193729,1.12174E-05
2030,Pb,Gasoline,average,8,9,0.682184072,5.73714E-05
2030,Pb,PHEV,average,8,9,0.685194677,1.2713E-05
2030,Pb,Gasoline,average,9,10,0.682192985,6.41203E-05
2030,Pb,PHEV,average,9,10,0.685197394,1.42087E-05
2030,Pb,Gasoline,average,10,11,0.682181079,7.08706E-05
2030,Pb,PHEV,average,10,11,0.685200941,1.57043E-05
2030,Pb,Gasoline,average,11,12,0.682183927,7.76201E-05
2030,Pb,PHEV,average,11,12,0.68520171,1.71999E-05
2030,Pb,Gasoline,average,12,1000,0.682183308,8.10273E-05
2030,Pb,PHEV,average,12,1000,0.685194985,1.7955E-05
2030,PM2.5,Diesel,average,0,1,2.12513738,0.001038398
2030,PM2.5,Diesel,average,1,2,1.002817134,0.003142295
2030,PM2.5,Diesel,average,2,3,0.765265641,0.004342399
2030,PM2.5,Diesel,average,3,4,0.744144377,0.00500432
2030,PM2.5,Diesel,average,4,5,0.74698797,0.005449361
2030,PM2.5,Diesel,average,5,6,0.773830407,0.005666748
2030,PM2.5,Diesel,average,6,7,0.802722587,0.005876249
2030,PM2.5,Diesel,average,7,8,0.833931182,0.006077263
2030,PM2.5,Diesel,average,8,9,0.867742971,0.00626922
2030,PM2.5,Diesel,average,9,10,0.904511953,0.006451454
2030,PM2.5,Diesel,average,10,11,0.94466224,0.006623211
2030,PM2.5,Diesel,average,11,12,0.98869085,0.006783713
2030,PM2.5,Diesel,average,12,1000,1.012070893,0.006860355
2030,PN,Diesel,average,0,1,1.828695562,1.41424E+11
2030,PN,Diesel,average,1,2,0.885524379,4.26142E+11
2030,PN,Diesel,average,2,3,0.685278774,5.84348E+11
2030,PN,Diesel,average,3,4,0.667152729,6.72947E+11
2030,PN,Diesel,average,4,5,0.66959996,7.32861E+11
2030,PN,Diesel,average,5,6,0.692621615,7.62775E+11
2030,PN,Diesel,average,6,7,0.717307557,7.91731E+11
2030,PN,Diesel,average,7,8,0.743867768,8.19652E+11
2030,PN,Diesel,average,8,9,0.772524084,8.46466E+11
2030,PN,Diesel,average,9,10,0.803550682,8.72085E+11
2030,PN,Diesel,average,10,11,0.837247944,8.96432E+11
2030,PN,Diesel,average,11,12,0.873983584,9.19409E+11
2030,PN,Diesel,average,12,1000,0.893407218,9.30459E+11
2030,SO2,Diesel,average,0,1,1.018564004,1.14456E-05
2030,SO2,Gasoline,average,0,1,2.044146105,4.99349E-05
2030,SO2,PHEV,average,0,1,2.051672601,1.10731E-05
2030,SO2,Diesel,average,1,2,0.335316769,5.12976E-05
2030,SO2,Gasoline,average,1,2,0.873597859,0.000177781
2030,SO2,PHEV,average,1,2,0.877674356,3.93909E-05
2030,SO2,Diesel,average,2,3,0.285415869,8.80757E-05
2030,SO2,Gasoline,average,2,3,0.72339237,0.000309916
2030,SO2,PHEV,average,2,3,0.726638797,6.86721E-05
2030,SO2,Diesel,average,3,4,0.276257709,0.000123899
2030,SO2,Gasoline,average,3,4,0.695261902,0.000437984
2030,SO2,PHEV,average,3,4,0.698350046,9.70527E-05
2030,SO2,Diesel,average,4,5,0.271976885,0.000159669
2030,SO2,Gasoline,average,4,5,0.68218727,0.000565712
2030,SO2,PHEV,average,4,5,0.685198947,0.000125357
2030,SO2,Diesel,average,5,6,0.271977445,0.000195151
2030,SO2,Gasoline,average,5,6,0.682181082,0.00069143
2030,SO2,PHEV,average,5,6,0.685199381,0.000153214
2030,SO2,Diesel,average,6,7,0.271972552,0.000230636
2030,SO2,Gasoline,average,6,7,0.682182096,0.000817143
2030,SO2,PHEV,average,6,7,0.685209822,0.000181069
2030,SO2,Diesel,average,7,8,0.271975395,0.000266116
2030,SO2,Gasoline,average,7,8,0.682187095,0.000942854
2030,SO2,PHEV,average,7,8,0.685205844,0.000208927
2030,SO2,Diesel,average,8,9,0.271990258,0.000301584
2030,SO2,Gasoline,average,8,9,0.682187702,0.001068566
2030,SO2,PHEV,average,8,9,0.68518875,0.000236789
2030,SO2,Diesel,average,9,10,0.271972745,0.000337084
2030,SO2,Gasoline,average,9,10,0.682183558,0.001194285
2030,SO2,PHEV,average,9,10,0.685194037,0.000264645
2030,SO2,Diesel,average,10,11,0.271976409,0.000372562
2030,SO2,Gasoline,average,10,11,0.682183332,0.001319999
2030,SO2,PHEV,average,10,11,0.68519345,0.000292502
2030,SO2,Diesel,average,11,12,0.271982578,0.000408036
2030,SO2,Gasoline,average,11,12,0.682184968,0.00144571
2030,SO2,PHEV,average,11,12,0.685194632,0.000320359
2030,SO2,Diesel,average,12,1000,0.271967781,0.000425967
2030,SO2,Gasoline,average,12,1000,0.68218723,0.001509168
2030,SO2,PHEV,average,12,1000,0.685190613,0.000334423
